trip_uuid,Line_Id,source_center,destination_center
trip-153711877341515235,3,IND576201AAA,IND581320AAA
trip-153711877341515235,4,IND581320AAA,IND581334AAA
trip-153711877341515235,5,IND581334AAA,IND581314AAA
trip-153711877341515235,6,IND581314AAA,IND403726AAA
trip-153711880220433003,1,IND562132AAA,IND518002AAA
trip-153711880220433003,2,IND518002AAA,IND501359AAE
trip-153711882856237249,1,IND673027AAB,IND673305AAA
trip-153711882856237249,2,IND673305AAA,IND673104AAA
trip-153711882856237249,3,IND673104AAA,IND673506AAA
trip-153711882856237249,4,IND673506AAA,IND670643AAA
trip-153711884049051819,1,IND382430AAB,IND389001AAA
trip-153711884049051819,2,IND389001AAA,IND389151AAA
trip-153711884049051819,3,IND389151AAA,IND457661AAA
trip-153711884140039238,1,IND560058AAB,IND562132AAA
trip-153711886045149558,1,IND400072AAB,IND400015AAA
trip-153711901226646439,1,IND712311AAA,IND713103AAA
trip-153711901226646439,2,IND713364AAB,IND712311AAA
trip-153711912162677873,1,IND673573AAA,IND673592AAA
trip-153711912162677873,2,IND673592AAA,IND562132AAA
trip-153711939608574150,1,IND400072AAB,IND401104AAA
trip-153711943890128710,1,IND600056AAB,IND600044AAE
trip-153711966599248842,1,IND160002AAC,IND160102AAC
trip-153711993784666503,1,IND562132AAA,IND570020AAA
trip-153711993784666503,2,IND571438AAB,IND571401AAA
trip-153711993784666503,3,IND571401AAA,IND562160AAB
trip-153711993784666503,4,IND562159AAA,IND562117AAA
trip-153711996809858106,1,IND834002AAB,IND832109AAB
trip-153712000046203623,1,IND600056AAB,IND600032AAB
trip-153712003272638936,1,IND562132AAA,IND577598AAC
trip-153712003272638936,2,IND577598AAC,IND577501AAA
trip-153712003272638936,3,IND577501AAA,IND577002AAA
trip-153712003272638936,4,IND577002AAA,IND580028AAA
trip-153712016722671319,1,IND683511AAA,IND680104AAA
trip-153712016722671319,2,IND680104AAA,IND679576AAA
trip-153712046685821250,1,IND000000ACB,IND302022AAD
trip-153712077432978796,1,IND124141AAA,IND000000ACB
trip-153712101378527691,1,IND712311AAA,IND700065AAA
trip-153712107619168784,1,IND400072AAD,IND421302AAG
trip-153712124218348041,1,IND122001AAA,IND000000ACB
trip-153712129348612487,1,IND000000AEM,IND110037AAB
trip-153712138507273453,1,IND382430AAB,IND395023AAA
trip-153712138507273453,2,IND395023AAA,IND421302AAG
trip-153712142965102980,1,IND382430AAB,IND313001AAB
trip-153712142965102980,2,IND313001AAB,IND306401AAB
trip-153712142965102980,3,IND306401AAB,IND302014AAA
trip-153712163604495064,1,IND600056AAB,IND524003AAA
trip-153712163604495064,2,IND524003AAA,IND501359AAE
trip-153712166665872788,1,IND000000ACB,IND301705AAA
trip-153712166665872788,2,IND123001AAA,IND123401AAB
trip-153712166665872788,3,IND123401AAB,IND123106AAB
trip-153712186851338518,1,IND110037AAM,IND110035AAC
trip-153712192722606431,1,IND712311AAA,IND700026AAC
trip-153712236750653305,1,IND600056AAB,IND600076AAB
trip-153712238673071203,1,IND560048AAB,IND560099AAB
trip-153712240473507765,1,IND600056AAB,IND600008AAC
trip-153712247995795900,1,IND600056AAB,IND600016AAC
trip-153712250619572332,1,IND600056AAB,IND600044AAD
trip-153712272063128146,1,IND000000ACB,IND562132AAA
trip-153712292596081560,1,IND421302AAG,IND000000AFT
trip-153712336796581071,1,IND131028AAB,IND000000ACB
trip-153712343853807869,1,IND600056AAB,IND605601AAA
trip-153712343853807869,2,IND605601AAA,IND636102AAA
trip-153712356190478404,1,IND533106AAA,IND533308AAB
trip-153712356190478404,2,IND533308AAB,IND533003AAA
trip-153712356190478404,3,IND533003AAA,IND533401AAA
trip-153712356190478404,4,IND533401AAA,IND533106AAA
trip-153712364829881327,1,IND411033AAA,IND411014AAA
trip-153712381153783262,1,IND431136AAC,IND411033AAA
trip-153712389778977519,1,IND411036AAA,IND411033AAA
trip-153712391759047661,1,IND712311AAA,IND700053AAA
trip-153712433198669505,1,IND000000ACT,IND000000ACB
trip-153712433198669505,2,IND000000ACB,IND390022AAA
trip-153712433198669505,3,IND390022AAA,IND395023AAA
trip-153712440247017497,1,IND122001AAA,IND110037AAM
trip-153712447095653447,1,IND110037AAM,IND226004AAC
trip-153712460357212348,1,IND602001AAB,IND609001AAA
trip-153712460357212348,2,IND609001AAA,IND614018AAA
trip-153712460357212348,3,IND614018AAA,IND613104AAA
trip-153712462351271381,1,IND630561AAA,IND623701AAA
trip-153712462351271381,2,IND623701AAA,IND623503AAA
trip-153712462351271381,3,IND623503AAA,IND623526AAA
trip-153712462351271381,4,IND623526AAA,IND623704AAA
trip-153712462351271381,5,IND623704AAA,IND626607AAB
trip-153712462351271381,6,IND626607AAB,IND625008AAA
trip-153712467344890917,1,IND110044AAB,IND000000ACB
trip-153712474460100829,1,IND382430AAB,IND384205AAA
trip-153712475712546726,1,IND000000ACT,IND000000ACB
trip-153712478747119476,1,IND131028AAB,IND136118AAA
trip-153712478747119476,2,IND136118AAA,IND136128AAA
trip-153712478747119476,3,IND136128AAA,IND136027AAA
trip-153712478747119476,4,IND136027AAA,IND132039AAA
trip-153712478747119476,5,IND126112AAA,IND131028AAB
trip-153712487173357457,1,IND712311AAA,IND700028AAB
trip-153712502448562281,1,IND421302AAG,IND411033AAA
trip-153712511597974785,1,IND421302AAG,IND444005AAB
trip-153712516628555331,1,IND600056AAB,IND562132AAA
trip-153712516628555331,2,IND562132AAA,IND411033AAA
trip-153712516628555331,3,IND411033AAA,IND421302AAG
trip-153712521713367664,1,IND501359AAE,IND509358AAA
trip-153712521713367664,2,IND509358AAA,IND508248AAB
trip-153712528551739669,1,IND501359AAE,IND509001AAA
trip-153712528551739669,2,IND509001AAA,IND509203AAA
trip-153712528551739669,3,IND509203AAA,IND509301AAA
trip-153712528551739669,4,IND509301AAA,IND501359AAE
trip-153712537160418294,1,IND421302AAG,IND400102AAC
trip-153712540151593047,1,IND501359AAE,IND501141AAA
trip-153712540151593047,2,IND501141AAA,IND501101AAB
trip-153712540151593047,3,IND501101AAB,IND509216AAC
trip-153712540151593047,4,IND509216AAC,IND501359AAE
trip-153712543504730213,1,IND000000ACB,IND121004AAB
trip-153712549216390247,1,IND515004AAA,IND515671AAA
trip-153712549216390247,2,IND515671AAA,IND515134AAA
trip-153712549216390247,3,IND515134AAA,IND515591AAA
trip-153712549216390247,4,IND515591AAA,IND516269AAA
trip-153712549216390247,5,IND516269AAA,IND516390AAA
trip-153712549216390247,6,IND516390AAA,IND515004AAA
trip-153712554195755989,1,IND421302AAG,IND562132AAA
trip-153712559165631535,1,IND000000ACT,IND000000ACB
trip-153712559165631535,2,IND000000ACB,IND411033AAA
trip-153712567112915311,1,IND400072AAB,IND421302AAR
trip-153712568369451484,1,IND000000ACB,IND110095AAB
trip-153712570905702573,1,IND401104AAA,IND400072AAB
trip-153712574263519185,1,IND625008AAA,IND626123AAA
trip-153712574263519185,2,IND626123AAA,IND627756AAA
trip-153712574263519185,3,IND627756AAA,IND626117AAA
trip-153712574263519185,4,IND626117AAA,IND626138AAA
trip-153712574263519185,5,IND626138AAA,IND625008AAA
trip-153712580681780126,1,IND403726AAA,IND411033AAA
trip-153712593663521081,1,IND000000ACT,IND000000ACB
trip-153712593663521081,2,IND000000ACB,IND712311AAA
trip-153712604645196378,1,IND110037AAM,IND209304AAA
trip-153712606350950308,1,IND560300AAA,IND562132AAA
trip-153712611763257358,1,IND000000AFT,IND400072AAB
trip-153712622925445257,1,IND500008AAC,IND501359AAE
trip-153712630341225593,1,IND641062AAD,IND641607AAA
trip-153712652585331186,1,IND614602AAA,IND614804AAA
trip-153712652585331186,2,IND614804AAA,IND614616AAA
trip-153712652585331186,3,IND614616AAA,IND630002AAA
trip-153712652585331186,4,IND630002AAA,IND622407AAA
trip-153712652585331186,5,IND622407AAA,IND622001AAA
trip-153712653920319294,1,IND500050AAA,IND501359AAE
trip-153712674286694153,1,IND421302AAG,IND400015AAA
trip-153712685284903540,1,IND431136AAC,IND431203AAA
trip-153712690214643407,1,IND000000ACB,IND501359AAE
trip-153712718182262175,1,IND454001AAA,IND457001AAA
trip-153712718182262175,2,IND457001AAA,IND457226AAA
trip-153712718182262175,3,IND457226AAA,IND382430AAB
trip-153712730307124753,1,IND515004AAA,IND515401AAB
trip-153712730307124753,2,IND515401AAB,IND515801AAA
trip-153712730307124753,3,IND515801AAA,IND515865AAB
trip-153712730307124753,4,IND515865AAB,IND515761AAA
trip-153712730307124753,5,IND515761AAA,IND515004AAA
trip-153712734233194155,1,IND403726AAA,IND581303AAA
trip-153712734233194155,2,IND581303AAA,IND581400AAB
trip-153712734233194155,3,IND581400AAB,IND581325AAA
trip-153712734233194155,4,IND581325AAA,IND580028AAA
trip-153712734233194155,5,IND580028AAA,IND403726AAA
trip-153712748076311383,1,IND621211AAA,IND621010AAA
trip-153712748076311383,2,IND621010AAA,IND621212AAA
trip-153712748076311383,3,IND621212AAA,IND621704AAA
trip-153712748076311383,4,IND621704AAA,IND621802AAA
trip-153712748076311383,5,IND621802AAA,IND608301AAA
trip-153712748076311383,6,IND608301AAA,IND639104AAB
trip-153712765719071667,1,IND685514AAA,IND625008AAA
trip-153712774699108854,1,IND400015AAA,IND400072AAB
trip-153712801914722682,1,IND501359AAE,IND411033AAA
trip-153712801914722682,2,IND411033AAA,IND421302AAG
trip-153712805930465330,1,IND562132AAA,IND560099AAB
trip-153712822255101032,1,IND686028AAB,IND689101AAA
trip-153712822255101032,2,IND689101AAA,IND690548AAA
trip-153712822255101032,3,IND690548AAA,IND688009AAA
trip-153712822255101032,4,IND688009AAA,IND686028AAB
trip-153712843029214701,1,IND842001AAA,IND845438AAA
trip-153712843029214701,2,IND845438AAA,IND845455AAB
trip-153712843029214701,3,IND845455AAB,IND845418AAB
trip-153712851502812588,1,IND400072AAB,IND411033AAA
trip-153712873273438701,1,IND400072AAB,IND401104AAA
trip-153712890795146737,1,IND500010AAA,IND501359AAE
trip-153712892886453532,1,IND110044AAB,IND131028AAB
trip-153712896152421384,1,IND801103AAA,IND802301AAA
trip-153712904490589809,1,IND000000ACB,IND201301AAM
trip-153712904823645675,1,IND562132AAA,IND560048AAB
trip-153712916913651276,1,IND695012AAA,IND691001AAB
trip-153712916913651276,2,IND691001AAB,IND683511AAA
trip-153712941150076225,1,IND000000ACB,IND110064AAA
trip-153712948117111923,1,IND562132AAA,IND560078AAC
trip-153712953258498797,1,IND000000ACT,IND000000ACB
trip-153712953940258657,1,IND641062AAD,IND642126AAA
trip-153712953940258657,2,IND642126AAA,IND642001AAA
trip-153712953940258657,3,IND642001AAA,IND641062AAD
trip-153712955898890756,1,IND641062AAD,IND643217AAA
trip-153712955898890756,2,IND643001AAA,IND643212AAA
trip-153712958063109219,1,IND000000ACB,IND382430AAB
trip-153712960999737600,1,IND638401AAA,IND638452AAA
trip-153712960999737600,2,IND638452AAA,IND638501AAB
trip-153712960999737600,3,IND638501AAB,IND641062AAD
trip-153712971315208488,1,IND160002AAC,IND000000ACB
trip-153712971315208488,2,IND000000ACB,IND562132AAA
trip-153712979938878056,1,IND842001AAA,IND847212AAA
trip-153712984135936443,1,IND842001AAA,IND843301AAA
trip-153712984135936443,2,IND843301AAA,IND843320AAA
trip-153713005879603619,1,IND125005AAA,IND000000ACB
trip-153713007471416575,1,IND560300AAA,IND560058AAB
trip-153713007471416575,2,IND560058AAB,IND560060AAB
trip-153713018747708579,1,IND518002AAA,IND584101AAA
trip-153713018747708579,2,IND584101AAA,IND509124AAA
trip-153713026821372776,1,IND382430AAB,IND395023AAA
trip-153713026821372776,2,IND395023AAA,IND562132AAA
trip-153713033984694182,1,IND160002AAC,IND131028AAB
trip-153713048787587655,1,IND110037AAM,IND121004AAB
trip-153713049570380891,1,IND560300AAA,IND560043AAC
trip-153713056041341752,1,IND000000ACB,IND122001AAA
trip-153713067203950426,1,IND160002AAC,IND173212AAA
trip-153713067203950426,2,IND173212AAA,IND173220AAA
trip-153713067203950426,3,IND134102AAA,IND174103AAA
trip-153713067203950426,4,IND174101AAB,IND160002AAC
trip-153713072144788538,1,IND000000ACB,IND121002AAB
trip-153713076745016058,1,IND305001AAC,IND305901AAA
trip-153713076745016058,2,IND305901AAA,IND342602AAC
trip-153713076745016058,3,IND342602AAC,IND306304AAB
trip-153713076745016058,4,IND306304AAB,IND311302AAA
trip-153713076745016058,5,IND311302AAA,IND305624AAA
trip-153713076745016058,6,IND305404AAA,IND305601AAC
trip-153713076745016058,7,IND305601AAC,IND305001AAC
trip-153713077355634140,1,IND781018AAB,IND712311AAA
trip-153713078687115986,1,IND400072AAB,IND000000AFT
trip-153713092350779175,1,IND000000AAL,IND411033AAA
trip-153713115652082140,1,IND518002AAA,IND518501AAA
trip-153713115652082140,2,IND518501AAA,IND518124AAA
trip-153713115652082140,3,IND518124AAA,IND518206AAA
trip-153713116920200008,1,IND121002AAB,IND000000ACB
trip-153713124132915429,1,IND842001AAA,IND846004AAA
trip-153713124132915429,2,IND846004AAA,IND847103AAA
trip-153713124132915429,3,IND847103AAA,IND847404AAB
trip-153713124132915429,4,IND847404AAB,IND842001AAA
trip-153713135573069157,1,IND341505AAA,IND341503AAB
trip-153713135573069157,2,IND341503AAB,IND341510AAB
trip-153713135573069157,3,IND341510AAB,IND305001AAC
trip-153713139333145677,1,IND160002AAC,IND147001AAB
trip-153713139333145677,2,IND147001AAB,IND147201AAA
trip-153713139333145677,3,IND147201AAA,IND148023AAA
trip-153713139333145677,4,IND148028AAA,IND147001AAB
trip-153713139333145677,5,IND147001AAB,IND160002AAC
trip-153713153871344984,1,IND842003AAB,IND487001AAA
trip-153713153871344984,2,IND487001AAB,IND487551AAA
trip-153713153871344984,3,IND487551AAA,IND464668AAA
trip-153713154746302395,1,IND562132AAA,IND560083AAB
trip-153713164730139735,1,IND842001AAA,IND845412AAB
trip-153713164730139735,2,IND845412AAB,IND845401AAA
trip-153713164730139735,3,IND845401AAA,IND845305AAA
trip-153713164730139735,4,IND845305AAA,IND842001AAA
trip-153713168390777326,1,IND518002AAA,IND518401AAA
trip-153713168390777326,2,IND518102AAA,IND518002AAA
trip-153713168487271970,1,IND160002AAC,IND000000ACB
trip-153713174823714701,1,IND160002AAC,IND174001AAA
trip-153713174823714701,2,IND174001AAA,IND175018AAA
trip-153713174823714701,3,IND175018AAA,IND175001AAA
trip-153713174823714701,4,IND175001AAA,IND175101AAA
trip-153713181068220360,1,IND712311AAA,IND751002AAB
trip-153713181068220360,2,IND751002AAB,IND530012AAA
trip-153713181068220360,3,IND530012AAA,IND501359AAE
trip-153713232579768931,1,IND571432AAB,IND571426AAA
trip-153713232579768931,2,IND571426AAA,IND571104AAA
trip-153713232579768931,3,IND571104AAA,IND577598AAB
trip-153713232579768931,4,IND577598AAB,IND573142AAA
trip-153713232579768931,5,IND573142AAA,IND573201AAB
trip-153713239679362929,1,IND520011AAA,IND521185AAA
trip-153713242755125923,1,IND562132AAA,IND560300AAA
trip-153713251600257380,1,IND411033AAA,IND421302AAG
trip-153713253331275330,1,IND480001AAA,IND480661AAA
trip-153713253331275330,2,IND480661AAA,IND481661AAA
trip-153713253331275330,3,IND481661AAA,IND842003AAB
trip-153713254568796001,1,IND521225AAB,IND521201AAA
trip-153713254568796001,2,IND534001AAA,IND521333AAA
trip-153713254568796001,3,IND521333AAA,IND521225AAB
trip-153713268870067569,1,IND562132AAA,IND560043AAC
trip-153713295257663491,1,IND573201AAB,IND573134AAB
trip-153713295257663491,2,IND573103AAA,IND572201AAB
trip-153713295257663491,3,IND572201AAB,IND573201AAB
trip-153713299528393769,1,IND470117AAA,IND470227AAB
trip-153713301588449501,1,IND421302AAG,IND411033AAA
trip-153713310943774477,1,IND177203AAA,IND177101AAA
trip-153713310943774477,2,IND177101AAA,IND176001AAA
trip-153713310943774477,3,IND176215AAA,IND176061AAA
trip-153713314917834196,1,IND400072AAB,IND421302AAS
trip-153713323743736378,1,IND842001AAA,IND848114AAA
trip-153713323743736378,2,IND848114AAA,IND848210AAA
trip-153713323743736378,3,IND848210AAA,IND851127AAA
trip-153713330694555791,1,IND131028AAB,IND000000ACB
trip-153713338545639719,1,IND815353AAA,IND814133AAB
trip-153713338545639719,2,IND814133AAB,IND816109AAA
trip-153713338545639719,3,IND816109AAA,IND826004AAA
trip-153713344880768908,1,IND842001AAA,IND843105AAB
trip-153713344880768908,2,IND843105AAB,IND848101AAA
trip-153713350286884723,1,IND695582AAA,IND695101AAB
trip-153713350286884723,2,IND695101AAB,IND691574AAA
trip-153713350286884723,3,IND691574AAA,IND695614AAA
trip-153713350286884723,4,IND695614AAA,IND695609AAA
trip-153713352226722384,1,IND135001AAA,IND173025AAA
trip-153713352226722384,2,IND173025AAA,IND160002AAC
trip-153713364312295696,1,IND421302AAG,IND413002AAA
trip-153713364312295696,2,IND413002AAA,IND501359AAE
trip-153713366572447712,1,IND000000ACB,IND110037AAK
trip-153713391011945336,1,IND530012AAA,IND764001AAC
trip-153713391011945336,2,IND764001AAC,IND764059AAA
trip-153713391011945336,3,IND764059AAA,IND764071AAB
trip-153713443036565605,1,IND000000AFJ,IND695121AAA
trip-153713443036565605,2,IND695121AAA,IND695572AAB
trip-153713443036565605,3,IND695572AAB,IND695541AAA
trip-153713453461636010,1,IND444602AAA,IND444005AAB
trip-153713453461636010,2,IND444005AAB,IND421302AAG
trip-153713471196983671,1,IND382430AAB,IND380054AAA
trip-153713472756087937,1,IND000000ACB,IND000000AEL
trip-153713478280511704,1,IND301001AAB,IND321001AAB
trip-153713478280511704,2,IND321606AAA,IND301001AAB
trip-153713479263859139,1,IND577002AAA,IND581115AAC
trip-153713479263859139,2,IND581115AAC,IND581110AAE
trip-153713479263859139,3,IND581110AAE,IND581119AAB
trip-153713479263859139,4,IND581119AAB,IND577002AAA
trip-153713483784277806,1,IND302006AAA,IND302014AAB
trip-153713513180812994,1,IND421302AAG,IND410401AAA
trip-153713513180812994,2,IND410401AAA,IND421302AAG
trip-153713517581479935,1,IND813102AAA,IND812002AAA
trip-153713517581479935,2,IND812002AAA,IND813203AAA
trip-153713521746015019,1,IND000000AFT,IND421302AAG
trip-153713538736257861,1,IND842001AAA,IND843109AAB
trip-153713538736257861,2,IND843109AAB,IND843126AAA
trip-153713540050205796,1,IND302014AAB,IND302026AAA
trip-153713540050205796,2,IND302020AAA,IND302014AAB
trip-153713543941926070,1,IND815351AAA,IND814101AAB
trip-153713543941926070,2,IND814101AAB,IND816107AAA
trip-153713545846078912,1,IND000000ACT,IND000000ACB
trip-153713546225165188,1,IND484661AAE,IND484551AAA
trip-153713546225165188,2,IND484551AAA,IND484001AAA
trip-153713546225165188,3,IND484001AAA,IND484224AAA
trip-153713560904092146,1,IND134203AAA,IND140501AAA
trip-153713560904092146,2,IND140501AAA,IND160002AAC
trip-153713563716881457,1,IND303303AAA,IND322230AAA
trip-153713563716881457,2,IND322230AAA,IND322241AAA
trip-153713563716881457,3,IND322241AAA,IND322201AAA
trip-153713563716881457,4,IND322201AAA,IND303503AAA
trip-153713563716881457,5,IND303503AAA,IND302014AAB
trip-153713564802655730,1,IND620020AAA,IND621112AAA
trip-153713568947680409,1,IND562132AAA,IND560058AAD
trip-153713585025294796,1,IND854326AAB,IND852131AAA
trip-153713585025294796,2,IND852131AAA,IND852201AAA
trip-153713585025294796,3,IND852201AAA,IND852113AAA
trip-153713585025294796,4,IND852113AAA,IND852139AAB
trip-153713585025294796,5,IND852139AAB,IND854326AAB
trip-153713589140663462,1,IND141003AAB,IND142026AAA
trip-153713589140663462,2,IND142026AAA,IND141109AAA
trip-153713589140663462,3,IND141109AAA,IND000000ACA
trip-153713589284914321,1,IND600056AAB,IND631501AAA
trip-153713589284914321,2,IND631501AAA,IND631003AAA
trip-153713589284914321,3,IND631003AAA,IND600056AAB
trip-153713594640685309,1,IND000000ACA,IND144514AAA
trip-153713594640685309,2,IND141115AAA,IND000000ACA
trip-153713601021394295,1,IND562132AAA,IND416012AAA
trip-153713601021394295,2,IND416012AAA,IND395023AAA
trip-153713601021394295,3,IND395023AAA,IND382430AAB
trip-153713603079098911,1,IND854326AAB,IND854311AAA
trip-153713603079098911,2,IND854311AAA,IND854334AAA
trip-153713603079098911,3,IND854334AAA,IND852118AAA
trip-153713603079098911,4,IND852118AAA,IND852111AAA
trip-153713603079098911,5,IND852111AAA,IND854335AAA
trip-153713603079098911,6,IND854335AAA,IND854326AAB
trip-153713615023324407,1,IND160102AAC,IND160002AAC
